,,Minutes,replicate 1 ,replicate 2 ,replicate 3
55:14:20,546,9.1,0.95,0.9,1.08
55:14:21,547,9.116666667,0.95,0.9,1.02
55:14:22,548,9.133333333,0.95,0.9,1.09
55:14:23,549,9.15,0.95,0.9,1.03
55:14:24,550,9.166666667,0.95,0.9,1.06
55:14:25,551,9.183333333,0.95,0.9,1.08
55:14:26,552,9.2,0.94,0.9,1.02
55:14:27,553,9.216666667,0.95,0.9,1.08
55:14:28,554,9.233333333,0.95,0.9,1.02
55:14:29,555,9.25,0.95,0.9,1.04
55:14:30,556,9.266666667,0.95,0.9,1.07
55:14:31,557,9.283333333,0.95,0.9,1.01
55:14:32,558,9.3,0.95,0.9,1.08
55:14:33,559,9.316666667,0.95,0.9,1.05
55:14:34,560,9.333333333,0.94,0.9,1.03
55:14:35,561,9.35,0.94,0.9,1.09
55:14:36,562,9.366666667,0.94,0.9,1.02
55:14:37,563,9.383333333,0.94,0.9,1.04
55:14:38,564,9.4,0.95,0.9,1.08
55:14:39,565,9.416666667,0.94,0.9,1.02
55:14:40,566,9.433333333,0.94,0.9,1.06
55:14:41,567,9.45,0.94,0.9,1.07
55:14:42,568,9.466666667,0.94,0.9,1.01
55:14:43,569,9.483333333,0.94,0.9,1.08
55:14:44,570,9.5,0.94,0.9,1.06
55:14:45,571,9.516666667,0.94,0.9,1.01
55:14:46,572,9.533333333,0.94,0.9,1.08
55:14:47,573,9.55,0.94,0.9,1.04
55:14:48,574,9.566666667,0.94,0.9,1.02
55:14:49,575,9.583333333,0.94,0.9,1.09
55:14:50,576,9.6,0.94,0.9,1.04
55:14:51,577,9.616666667,0.94,0.9,1.04
55:14:52,578,9.633333333,0.94,0.9,1.09
55:14:53,579,9.65,0.94,0.9,1.01
55:14:54,580,9.666666667,0.94,0.9,1.05
55:14:55,581,9.683333333,0.94,0.9,1.07
55:14:56,582,9.7,0.94,0.9,1.01
55:14:57,583,9.716666667,0.94,0.9,1.07
55:14:58,584,9.733333333,0.94,0.89,1.06
55:14:59,585,9.75,0.94,0.89,1.01
55:15:00,586,9.766666667,0.94,0.89,1.08
55:15:01,587,9.783333333,0.94,0.89,1.03
55:15:02,588,9.8,0.94,0.89,1.02
55:15:03,589,9.816666667,0.94,0.89,1.07
55:15:04,590,9.833333333,0.94,0.89,1
55:15:05,591,9.85,0.94,0.89,1.04
55:15:06,592,9.866666667,0.94,0.89,1.05
55:15:07,593,9.883333333,0.94,0.89,1
55:15:08,594,9.9,0.94,0.89,1.07
55:15:09,595,9.916666667,0.94,0.89,1.02
55:15:10,596,9.933333333,0.94,0.89,1.02
55:15:11,597,9.95,0.94,0.89,1.07
55:15:12,598,9.966666667,0.94,0.89,1
55:15:13,599,9.983333333,0.94,0.89,1.04
55:15:14,600,10,0.94,0.89,1.06
55:15:15,601,10.01666667,0.94,0.89,1
55:15:16,602,10.03333333,0.94,0.89,1.06
55:15:17,603,10.05,0.94,0.89,1.06
55:15:18,604,10.06666667,0.94,0.89,1
55:15:19,605,10.08333333,0.94,0.89,1.07
55:15:20,606,10.1,0.94,0.89,1.05
55:15:21,607,10.11666667,0.94,0.89,1.01
55:15:22,608,10.13333333,0.94,0.89,1.07
55:15:23,609,10.15,0.94,0.89,1.03
55:15:24,610,10.16666667,0.94,0.89,1.01
55:15:25,611,10.18333333,0.94,0.89,1.08
55:15:26,612,10.2,0.94,0.89,1.02
55:15:27,613,10.21666667,0.94,0.89,1.03
55:15:28,614,10.23333333,0.94,0.89,1.07
55:15:29,615,10.25,0.94,0.89,1
55:15:30,616,10.26666667,0.94,0.89,1.04
55:15:31,617,10.28333333,0.94,0.89,1.06
55:15:32,618,10.3,0.94,0.89,1
55:15:33,619,10.31666667,0.94,0.89,1.05
55:15:34,620,10.33333333,0.94,0.89,1.06
55:15:35,621,10.35,0.94,0.89,1
55:15:36,622,10.36666667,0.94,0.89,1.04
55:15:37,623,10.38333333,0.94,0.89,1.06
55:15:38,624,10.4,0.94,0.89,1
55:15:39,625,10.41666667,0.94,0.89,1.04
55:15:40,626,10.43333333,0.94,0.89,1.06
55:15:41,627,10.45,0.94,0.89,1
55:15:42,628,10.46666667,0.94,0.89,1.04
55:15:43,629,10.48333333,0.94,0.89,1.07
55:15:44,630,10.5,0.94,0.89,1
55:15:45,631,10.51666667,0.94,0.89,1.03
55:15:46,632,10.53333333,0.94,0.89,1.06
55:15:47,633,10.55,0.93,0.89,1
55:15:48,634,10.56666667,0.93,0.89,1.04
55:15:49,635,10.58333333,0.94,0.89,1.07
55:15:50,636,10.6,0.93,0.89,1
55:15:51,637,10.61666667,0.93,0.89,1.03
55:15:52,638,10.63333333,0.94,0.89,1.06
55:15:53,639,10.65,0.93,0.89,1
55:15:54,640,10.66666667,0.93,0.89,1.02
55:15:55,641,10.68333333,0.93,0.89,1.07
55:15:56,642,10.7,0.93,0.88,1.01
55:15:57,643,10.71666667,0.93,0.88,1
55:15:58,644,10.73333333,0.93,0.88,1.07
55:15:59,645,10.75,0.93,0.88,1.04
55:16:00,646,10.76666667,0.93,0.88,1
55:16:01,647,10.78333333,0.93,0.88,1.06
55:16:02,648,10.8,0.93,0.88,1.05
55:16:03,649,10.81666667,0.93,0.88,0.99
55:16:04,650,10.83333333,0.93,0.88,1.04
55:16:05,651,10.85,0.93,0.88,1.05
55:16:06,652,10.86666667,0.93,0.88,1
55:16:07,653,10.88333333,0.93,0.88,1.04
55:16:08,654,10.9,0.93,0.88,1.06
55:16:09,655,10.91666667,0.93,0.88,1
55:16:10,656,10.93333333,0.93,0.88,1.03
55:16:11,657,10.95,0.93,0.88,1.06
55:16:12,658,10.96666667,0.93,0.88,1
55:16:13,659,10.98333333,0.93,0.88,1.02
55:16:14,660,11,0.93,0.88,1.07
55:16:15,661,11.01666667,0.93,0.88,1
55:16:16,662,11.03333333,0.93,0.88,1.01
55:16:17,663,11.05,0.93,0.88,1.07
55:16:18,664,11.06666667,0.93,0.88,1.02
55:16:19,665,11.08333333,0.93,0.88,1
55:16:20,666,11.1,0.93,0.88,1.06
55:16:21,667,11.11666667,0.93,0.88,1.02
55:16:22,668,11.13333333,0.93,0.88,0.99
55:16:23,669,11.15,0.93,0.88,1.04
55:16:24,670,11.16666667,0.93,0.88,1.04
55:16:25,671,11.18333333,0.93,0.88,0.98
55:16:26,672,11.2,0.93,0.88,1.03
55:16:27,673,11.21666667,0.93,0.88,1.06
55:16:28,674,11.23333333,0.93,0.88,0.99
55:16:29,675,11.25,0.93,0.88,1
55:16:30,676,11.26666667,0.93,0.88,1.06
55:16:31,677,11.28333333,0.93,0.88,1.01
55:16:32,678,11.3,0.93,0.88,0.99
55:16:33,679,11.31666667,0.93,0.88,1.05
55:16:34,680,11.33333333,0.93,0.88,1.03
55:16:35,681,11.35,0.93,0.88,0.98
55:16:36,682,11.36666667,0.93,0.88,1.03
55:16:37,683,11.38333333,0.93,0.88,1.04
55:16:38,684,11.4,0.93,0.88,0.98
55:16:39,685,11.41666667,0.93,0.88,1.02
55:16:40,686,11.43333333,0.93,0.88,1.05
55:16:41,687,11.45,0.93,0.88,0.98
55:16:42,688,11.46666667,0.93,0.88,1
55:16:43,689,11.48333333,0.93,0.88,1.05
55:16:44,690,11.5,0.93,0.88,0.99
55:16:45,691,11.51666667,0.92,0.88,0.99
55:16:46,692,11.53333333,0.92,0.88,1.05
55:16:47,693,11.55,0.92,0.88,0.99
55:16:48,694,11.56666667,0.93,0.88,0.98
55:16:49,695,11.58333333,0.93,0.88,1.04
55:16:50,696,11.6,0.93,0.87,1.01
55:16:51,697,11.61666667,0.93,0.87,0.97
55:16:52,698,11.63333333,0.93,0.88,1.03
55:16:53,699,11.65,0.93,0.87,1.02
55:16:54,700,11.66666667,0.93,0.87,0.97
55:16:55,701,11.68333333,0.93,0.87,1.01
55:16:56,702,11.7,0.93,0.87,1.04
55:16:57,703,11.71666667,0.93,0.87,0.98
55:16:58,704,11.73333333,0.92,0.87,0.98
55:16:59,705,11.75,0.91,0.87,1.04
55:17:00,706,11.76666667,0.9,0.87,1
55:17:01,707,11.78333333,0.89,0.87,0.97
55:17:02,708,11.8,0.89,0.87,1.03
55:17:03,709,11.81666667,0.89,0.87,1.03
55:17:04,710,11.83333333,0.88,0.87,0.97
55:17:05,711,11.85,0.88,0.87,1
55:17:06,712,11.86666667,0.87,0.87,1.04
55:17:07,713,11.88333333,0.86,0.87,0.98
55:17:08,714,11.9,0.85,0.87,0.98
55:17:09,715,11.91666667,0.84,0.87,1.04
55:17:10,716,11.93333333,0.82,0.87,1
55:17:11,717,11.95,0.81,0.86,0.96
55:17:12,718,11.96666667,0.8,0.86,1.02
55:17:13,719,11.98333333,0.79,0.86,1.02
55:17:14,720,12,0.78,0.86,0.96
55:17:15,721,12.01666667,0.77,0.86,1.01
55:17:16,722,12.03333333,0.77,0.86,1.03
55:17:17,723,12.05,0.76,0.86,0.96
55:17:18,724,12.06666667,0.75,0.86,0.98
55:17:19,725,12.08333333,0.75,0.86,1.03
55:17:20,726,12.1,0.74,0.86,0.98
55:17:21,727,12.11666667,0.73,0.86,0.98
55:17:22,728,12.13333333,0.73,0.86,1.04
55:17:23,729,12.15,0.72,0.86,1
55:17:24,730,12.16666667,0.72,0.86,0.96
55:17:25,731,12.18333333,0.72,0.86,1.03
55:17:26,732,12.2,0.71,0.86,1.03
55:17:27,733,12.21666667,0.71,0.85,0.96
55:17:28,734,12.23333333,0.71,0.86,1.01
55:17:29,735,12.25,0.7,0.86,1.04
55:17:30,736,12.26666667,0.7,0.85,0.98
55:17:31,737,12.28333333,0.7,0.85,0.98
55:17:32,738,12.3,0.7,0.85,1.04
55:17:33,739,12.31666667,0.7,0.85,1
55:17:34,740,12.33333333,0.7,0.85,0.96
55:17:35,741,12.35,0.7,0.85,1.02
55:17:36,742,12.36666667,0.7,0.85,1.03
55:17:37,743,12.38333333,0.7,0.85,0.97
55:17:38,744,12.4,0.7,0.85,0.98
55:17:39,745,12.41666667,0.7,0.85,1.04
55:17:40,746,12.43333333,0.7,0.85,0.99
55:17:41,747,12.45,0.7,0.85,0.96
55:17:42,748,12.46666667,0.7,0.85,1.02
55:17:43,749,12.48333333,0.7,0.85,1.03
55:17:44,750,12.5,0.69,0.85,0.97
55:17:45,751,12.51666667,0.69,0.85,0.98
55:17:46,752,12.53333333,0.7,0.85,1.04
55:17:47,753,12.55,0.69,0.85,1.01
55:17:48,754,12.56666667,0.7,0.85,0.96
55:17:49,755,12.58333333,0.7,0.85,1.01
55:17:50,756,12.6,0.7,0.85,1.03
55:17:51,757,12.61666667,0.7,0.85,0.97
55:17:52,758,12.63333333,0.7,0.85,0.99
55:17:53,759,12.65,0.7,0.85,1.04
55:17:54,760,12.66666667,0.7,0.85,0.98
55:17:55,761,12.68333333,0.7,0.85,0.97
55:17:56,762,12.7,0.7,0.85,1.03
55:17:57,763,12.71666667,0.72,0.85,1
55:17:58,764,12.73333333,0.74,0.85,0.96
55:17:59,765,12.75,0.76,0.85,1.03
55:18:00,766,12.76666667,0.77,0.85,1.01
55:18:01,767,12.78333333,0.78,0.85,0.96
55:18:02,768,12.8,0.79,0.85,1.03
55:18:03,769,12.81666667,0.8,0.85,1
55:18:04,770,12.83333333,0.8,0.85,0.96
55:18:05,771,12.85,0.8,0.86,1.03
55:18:06,772,12.86666667,0.8,0.85,1.01
55:18:07,773,12.88333333,0.81,0.85,0.96
55:18:08,774,12.9,0.81,0.86,1.02
55:18:09,775,12.91666667,0.83,0.85,1.01
55:18:10,776,12.93333333,0.84,0.86,0.96
55:18:11,777,12.95,0.85,0.86,1.02
55:18:12,778,12.96666667,0.86,0.86,1.02
55:18:13,779,12.98333333,0.87,0.86,0.96
55:18:14,780,13,0.88,0.86,1.02
55:18:15,781,13.01666667,0.88,0.86,1.02
55:18:16,782,13.03333333,0.88,0.86,0.96
55:18:17,783,13.05,0.89,0.86,1.03
55:18:18,784,13.06666667,0.89,0.86,1.01
55:18:19,785,13.08333333,0.89,0.86,0.96
55:18:20,786,13.1,0.9,0.86,1.03
55:18:21,787,13.11666667,0.9,0.86,1.01
55:18:22,788,13.13333333,0.9,0.86,0.96
55:18:23,789,13.15,0.9,0.86,1.02
55:18:24,790,13.16666667,0.9,0.86,0.99
55:18:25,791,13.18333333,0.9,0.86,0.96
55:18:26,792,13.2,0.9,0.86,1.03
55:18:27,793,13.21666667,0.9,0.86,1
55:18:28,794,13.23333333,0.9,0.86,0.97
55:18:29,795,13.25,0.91,0.86,1.03
55:18:30,796,13.26666667,0.91,0.86,0.98
55:18:31,797,13.28333333,0.91,0.86,0.97
55:18:32,798,13.3,0.91,0.86,1.03
55:18:33,799,13.31666667,0.91,0.86,0.98
55:18:34,800,13.33333333,0.91,0.86,0.98
55:18:35,801,13.35,0.91,0.86,1.04
55:18:36,802,13.36666667,0.91,0.86,0.97
55:18:37,803,13.38333333,0.91,0.86,0.99
55:18:38,804,13.4,0.91,0.86,1.03
55:18:39,805,13.41666667,0.91,0.86,0.96
55:18:40,806,13.43333333,0.91,0.86,1.01
55:18:41,807,13.45,0.91,0.86,1.02
55:18:42,808,13.46666667,0.91,0.86,0.96
55:18:43,809,13.48333333,0.91,0.86,1.01
55:18:44,810,13.5,0.91,0.86,1.02
55:18:45,811,13.51666667,0.91,0.85,0.96
55:18:46,812,13.53333333,0.91,0.86,1
55:18:47,813,13.55,0.91,0.85,1.01
55:18:48,814,13.56666667,0.91,0.85,0.96
55:18:49,815,13.58333333,0.91,0.86,1.01
55:18:50,816,13.6,0.91,0.85,1.02
55:18:51,817,13.61666667,0.91,0.85,0.96
55:18:52,818,13.63333333,0.91,0.85,0.98
55:18:53,819,13.65,0.91,0.85,1.03
55:18:54,820,13.66666667,0.91,0.85,0.97
55:18:55,821,13.68333333,0.91,0.85,0.97
55:18:56,822,13.7,0.91,0.85,1.02
55:18:57,823,13.71666667,0.91,0.85,0.98
55:18:58,824,13.73333333,0.91,0.85,0.95
55:18:59,825,13.75,0.91,0.85,1.01
55:19:00,826,13.76666667,0.91,0.85,1.01
55:19:01,827,13.78333333,0.91,0.85,0.96
55:19:02,828,13.8,0.91,0.85,0.96
55:19:03,829,13.81666667,0.91,0.85,1.01
55:19:04,830,13.83333333,0.91,0.85,1.02
55:19:05,831,13.85,0.91,0.85,0.97
55:19:06,832,13.86666667,0.91,0.85,0.95
55:19:07,833,13.88333333,0.91,0.85,1
55:19:08,834,13.9,0.91,0.85,1.02
55:19:09,835,13.91666667,0.91,0.85,0.99
55:19:10,836,13.93333333,0.91,0.85,0.94
55:19:11,837,13.95,0.91,0.85,0.96
55:19:12,838,13.96666667,0.91,0.85,1.01
55:19:13,839,13.98333333,0.91,0.85,1.01
55:19:14,840,14,0.91,0.85,0.95
55:19:15,841,14.01666667,0.91,0.85,0.94
55:19:16,842,14.03333333,0.91,0.85,0.98
55:19:17,843,14.05,0.91,0.85,1.01
55:19:18,844,14.06666667,0.91,0.85,0.98
55:19:19,845,14.08333333,0.91,0.85,0.94
55:19:20,846,14.1,0.91,0.85,0.97
55:19:21,847,14.11666667,0.91,0.85,1.01
55:19:22,848,14.13333333,0.91,0.85,0.96
55:19:23,849,14.15,0.91,0.85,0.94
55:19:24,850,14.16666667,0.91,0.85,0.99
55:19:25,851,14.18333333,0.91,0.85,0.99
55:19:26,852,14.2,0.91,0.85,0.94
55:19:27,853,14.21666667,0.91,0.85,0.97
55:19:28,854,14.23333333,0.91,0.85,1.01
55:19:29,855,14.25,0.91,0.85,0.95
55:19:30,856,14.26666667,0.91,0.85,0.94
55:19:31,857,14.28333333,0.91,0.85,1
55:19:32,858,14.3,0.91,0.85,0.99
55:19:33,859,14.31666667,0.91,0.85,0.93
55:19:34,860,14.33333333,0.91,0.85,0.97
55:19:35,861,14.35,0.91,0.85,1.01
55:19:36,862,14.36666667,0.91,0.84,0.95
55:19:37,863,14.38333333,0.91,0.85,0.95
55:19:38,864,14.4,0.91,0.85,1
55:19:39,865,14.41666667,0.91,0.84,0.97
55:19:40,866,14.43333333,0.91,0.84,0.93
55:19:41,867,14.45,0.91,0.85,0.99
55:19:42,868,14.46666667,0.91,0.84,0.98
55:19:43,869,14.48333333,0.91,0.84,0.93
55:19:44,870,14.5,0.91,0.84,0.97
55:19:45,871,14.51666667,0.91,0.84,1
55:19:46,872,14.53333333,0.91,0.84,0.94
55:19:47,873,14.55,0.9,0.84,0.94
55:19:48,874,14.56666667,0.9,0.84,1
55:19:49,875,14.58333333,0.9,0.84,0.97
55:19:50,876,14.6,0.9,0.84,0.93
55:19:51,877,14.61666667,0.9,0.84,0.98
55:19:52,878,14.63333333,0.91,0.84,0.99
55:19:53,879,14.65,0.9,0.84,0.93
55:19:54,880,14.66666667,0.9,0.84,0.95
55:19:55,881,14.68333333,0.91,0.84,1
55:19:56,882,14.7,0.91,0.84,0.96
55:19:57,883,14.71666667,0.9,0.84,0.93
55:19:58,884,14.73333333,0.9,0.84,0.99
55:19:59,885,14.75,0.9,0.84,0.99
55:20:00,886,14.76666667,0.9,0.84,0.93
55:20:01,887,14.78333333,0.9,0.84,0.98
55:20:02,888,14.8,0.9,0.84,1.01
55:20:03,889,14.81666667,0.9,0.84,0.95
55:20:04,890,14.83333333,0.9,0.84,0.95
55:20:05,891,14.85,0.9,0.84,1.01
55:20:06,892,14.86666667,0.9,0.84,0.96
55:20:07,893,14.88333333,0.9,0.84,0.94
55:20:08,894,14.9,0.9,0.84,1
55:20:09,895,14.91666667,0.9,0.84,0.96
55:20:10,896,14.93333333,0.9,0.84,0.94
55:20:11,897,14.95,0.9,0.84,1
55:20:12,898,14.96666667,0.9,0.84,0.98
55:20:13,899,14.98333333,0.9,0.84,0.94
55:20:14,900,15,0.9,0.84,1
55:20:15,901,15.01666667,0.9,0.84,0.97
55:20:16,902,15.03333333,0.9,0.84,0.93
55:20:17,903,15.05,0.9,0.84,1
55:20:18,904,15.06666667,0.9,0.84,0.96
55:20:19,905,15.08333333,0.9,0.84,0.94
55:20:20,906,15.1,0.9,0.84,1.01
55:20:21,907,15.11666667,0.9,0.84,0.96
55:20:22,908,15.13333333,0.9,0.84,0.94
55:20:23,909,15.15,0.9,0.84,1
55:20:24,910,15.16666667,0.9,0.84,0.95
55:20:25,911,15.18333333,0.9,0.84,0.93
55:20:26,912,15.2,0.9,0.84,0.99
55:20:27,913,15.21666667,0.9,0.84,0.96
55:20:28,914,15.23333333,0.9,0.84,0.93
55:20:29,915,15.25,0.9,0.84,0.98
55:20:30,916,15.26666667,0.9,0.84,0.97
55:20:31,917,15.28333333,0.9,0.83,0.93
55:20:32,918,15.3,0.9,0.84,0.98
55:20:33,919,15.31666667,0.9,0.84,1
55:20:34,920,15.33333333,0.9,0.83,0.93
55:20:35,921,15.35,0.9,0.83,0.95
55:20:36,922,15.36666667,0.9,0.83,0.99
55:20:37,923,15.38333333,0.9,0.83,0.93
55:20:38,924,15.4,0.9,0.83,0.95
55:20:39,925,15.41666667,0.9,0.83,1
55:20:40,926,15.43333333,0.9,0.83,0.94
55:20:41,927,15.45,0.9,0.83,0.95
55:20:42,928,15.46666667,0.9,0.83,1
55:20:43,929,15.48333333,0.89,0.83,0.94
55:20:44,930,15.5,0.88,0.83,0.94
55:20:45,931,15.51666667,0.87,0.83,1
55:20:46,932,15.53333333,0.87,0.83,0.96
55:20:47,933,15.55,0.86,0.83,0.93
55:20:48,934,15.56666667,0.85,0.83,0.99
55:20:49,935,15.58333333,0.85,0.83,0.96
55:20:50,936,15.6,0.84,0.83,0.92
55:20:51,937,15.61666667,0.83,0.83,0.99
55:20:52,938,15.63333333,0.82,0.83,0.97
55:20:53,939,15.65,0.8,0.83,0.92
55:20:54,940,15.66666667,0.8,0.83,0.98
55:20:55,941,15.68333333,0.79,0.82,0.96
55:20:56,942,15.7,0.78,0.82,0.92
55:20:57,943,15.71666667,0.77,0.82,0.98
55:20:58,944,15.73333333,0.76,0.82,0.95
55:20:59,945,15.75,0.75,0.82,0.92
55:21:00,946,15.76666667,0.74,0.82,0.98
55:21:01,947,15.78333333,0.73,0.82,0.96
55:21:02,948,15.8,0.73,0.82,0.92
55:21:03,949,15.81666667,0.73,0.82,0.98
55:21:04,950,15.83333333,0.72,0.82,0.95
55:21:05,951,15.85,0.71,0.82,0.91
55:21:06,952,15.86666667,0.71,0.82,0.98
55:21:07,953,15.88333333,0.71,0.82,0.95
55:21:08,954,15.9,0.7,0.82,0.91
55:21:09,955,15.91666667,0.7,0.82,0.98
55:21:10,956,15.93333333,0.7,0.82,0.94
55:21:11,957,15.95,0.69,0.82,0.92
55:21:12,958,15.96666667,0.69,0.82,0.99
55:21:13,959,15.98333333,0.69,0.82,0.94
55:21:14,960,16,0.69,0.82,0.92
55:21:15,961,16.01666667,0.68,0.82,0.98
55:21:16,962,16.03333333,0.68,0.81,0.94
55:21:17,963,16.05,0.68,0.81,0.92
55:21:18,964,16.06666667,0.68,0.82,0.98
55:21:19,965,16.08333333,0.68,0.81,0.94
55:21:20,966,16.1,0.67,0.81,0.91
55:21:21,967,16.11666667,0.67,0.81,0.97
55:21:22,968,16.13333333,0.67,0.81,0.96
55:21:23,969,16.15,0.67,0.81,0.91
55:21:24,970,16.16666667,0.67,0.81,0.96
55:21:25,971,16.18333333,0.67,0.81,0.97
55:21:26,972,16.2,0.67,0.81,0.91
55:21:27,973,16.21666667,0.67,0.81,0.95
55:21:28,974,16.23333333,0.67,0.81,0.98
55:21:29,975,16.25,0.67,0.81,0.92
55:21:30,976,16.26666667,0.67,0.81,0.91
55:21:31,977,16.28333333,0.68,0.81,0.98
55:21:32,978,16.3,0.68,0.81,0.94
55:21:33,979,16.31666667,0.69,0.81,0.91
55:21:34,980,16.33333333,0.69,0.81,0.96
55:21:35,981,16.35,0.69,0.81,0.95
55:21:36,982,16.36666667,0.68,0.81,0.9
55:21:37,983,16.38333333,0.68,0.81,0.96
55:21:38,984,16.4,0.68,0.81,0.95
55:21:39,985,16.41666667,0.68,0.81,0.9
55:21:40,986,16.43333333,0.68,0.81,0.96
55:21:41,987,16.45,0.68,0.81,0.97
55:21:42,988,16.46666667,0.67,0.81,0.91
55:21:43,989,16.48333333,0.67,0.81,0.94
55:21:44,990,16.5,0.67,0.81,0.98
55:21:45,991,16.51666667,0.68,0.81,0.93
55:21:46,992,16.53333333,0.68,0.81,0.92
55:21:47,993,16.55,0.69,0.81,0.97
55:21:48,994,16.56666667,0.7,0.81,0.95
55:21:49,995,16.58333333,0.71,0.81,0.91
55:21:50,996,16.6,0.73,0.81,0.96
55:21:51,997,16.61666667,0.75,0.81,0.98
55:21:52,998,16.63333333,0.78,0.81,0.91
55:21:53,999,16.65,0.8,0.81,0.94
55:21:54,1000,16.66666667,0.82,0.82,0.98
55:21:55,1001,16.68333333,0.82,0.82,0.92
55:21:56,1002,16.7,0.83,0.82,0.93
55:21:57,1003,16.71666667,0.84,0.82,0.98
55:21:58,1004,16.73333333,0.84,0.82,0.93
55:21:59,1005,16.75,0.85,0.82,0.93
55:22:00,1006,16.76666667,0.85,0.82,0.98
55:22:01,1007,16.78333333,0.85,0.82,0.92
55:22:02,1008,16.8,0.86,0.82,0.91
55:22:03,1009,16.81666667,0.86,0.82,0.97
55:22:04,1010,16.83333333,0.86,0.82,0.93
55:22:05,1011,16.85,0.86,0.82,0.91
55:22:06,1012,16.86666667,0.87,0.82,0.97
55:22:07,1013,16.88333333,0.87,0.82,0.92
55:22:08,1014,16.9,0.87,0.82,0.91
55:22:09,1015,16.91666667,0.87,0.82,0.97
55:22:10,1016,16.93333333,0.87,0.82,0.92
55:22:11,1017,16.95,0.87,0.82,0.91
55:22:12,1018,16.96666667,0.87,0.82,0.97
55:22:13,1019,16.98333333,0.87,0.82,0.92
55:22:14,1020,17,0.87,0.81,0.9
55:22:15,1021,17.01666667,0.87,0.82,0.97
55:22:16,1022,17.03333333,0.87,0.81,0.93
55:22:17,1023,17.05,0.86,0.81,0.9
55:22:18,1024,17.06666667,0.85,0.81,0.97
55:22:19,1025,17.08333333,0.84,0.81,0.95
55:22:20,1026,17.1,0.82,0.81,0.9
55:22:21,1027,17.11666667,0.82,0.81,0.95
55:22:22,1028,17.13333333,0.83,0.81,0.95
55:22:23,1029,17.15,0.83,0.81,0.9
55:22:24,1030,17.16666667,0.84,0.81,0.96
55:22:25,1031,17.18333333,0.85,0.81,0.96
55:22:26,1032,17.2,0.86,0.81,0.9
55:22:27,1033,17.21666667,0.86,0.81,0.96
55:22:28,1034,17.23333333,0.87,0.81,0.94
55:22:29,1035,17.25,0.87,0.81,0.9
55:22:30,1036,17.26666667,0.87,0.81,0.97
55:22:31,1037,17.28333333,0.87,0.81,0.94
55:22:32,1038,17.3,0.87,0.81,0.9
55:22:33,1039,17.31666667,0.87,0.81,0.97
55:22:34,1040,17.33333333,0.88,0.81,0.93
55:22:35,1041,17.35,0.88,0.81,0.9
55:22:36,1042,17.36666667,0.88,0.81,0.97
55:22:37,1043,17.38333333,0.88,0.81,0.92
55:22:38,1044,17.4,0.88,0.81,0.91
55:22:39,1045,17.41666667,0.88,0.81,0.97
55:22:40,1046,17.43333333,0.88,0.81,0.91
55:22:41,1047,17.45,0.88,0.81,0.92
55:22:42,1048,17.46666667,0.88,0.81,0.97
55:22:43,1049,17.48333333,0.88,0.81,0.91
55:22:44,1050,17.5,0.88,0.81,0.91
55:22:45,1051,17.51666667,0.88,0.81,0.97
55:22:46,1052,17.53333333,0.87,0.81,0.91
55:22:47,1053,17.55,0.87,0.81,0.93
55:22:48,1054,17.56666667,0.88,0.81,0.96
55:22:49,1055,17.58333333,0.88,0.81,0.9
55:22:50,1056,17.6,0.88,0.81,0.93
55:22:51,1057,17.61666667,0.88,0.81,0.95
55:22:52,1058,17.63333333,0.87,0.81,0.89
55:22:53,1059,17.65,0.87,0.81,0.95
55:22:54,1060,17.66666667,0.86,0.81,0.94
55:22:55,1061,17.68333333,0.85,0.81,0.89
55:22:56,1062,17.7,0.85,0.81,0.96
55:22:57,1063,17.71666667,0.84,0.81,0.92
55:22:58,1064,17.73333333,0.85,0.81,0.91
55:22:59,1065,17.75,0.86,0.81,0.96
55:23:00,1066,17.76666667,0.87,0.81,0.9
55:23:01,1067,17.78333333,0.87,0.81,0.92
55:23:02,1068,17.8,0.87,0.81,0.95
55:23:03,1069,17.81666667,0.87,0.81,0.89
55:23:04,1070,17.83333333,0.87,0.81,0.95
55:23:05,1071,17.85,0.88,0.81,0.94
55:23:06,1072,17.86666667,0.88,0.81,0.89
55:23:07,1073,17.88333333,0.88,0.81,0.96
55:23:08,1074,17.9,0.88,0.81,0.91
55:23:09,1075,17.91666667,0.88,0.81,0.91
55:23:10,1076,17.93333333,0.88,0.81,0.96
55:23:11,1077,17.95,0.88,0.81,0.9
55:23:12,1078,17.96666667,0.88,0.81,0.93
55:23:13,1079,17.98333333,0.88,0.81,0.96
55:23:14,1080,18,0.88,0.81,0.89
55:23:15,1081,18.01666667,0.88,0.81,0.93
55:23:16,1082,18.03333333,0.88,0.81,0.96
55:23:17,1083,18.05,0.88,0.81,0.89
55:23:18,1084,18.06666667,0.88,0.81,0.93
55:23:19,1085,18.08333333,0.87,0.81,0.95
55:23:20,1086,18.1,0.86,0.81,0.9
55:23:21,1087,18.11666667,0.86,0.81,0.93
55:23:22,1088,18.13333333,0.85,0.81,0.96
55:23:23,1089,18.15,0.84,0.81,0.9
55:23:24,1090,18.16666667,0.84,0.81,0.91
55:23:25,1091,18.18333333,0.84,0.81,0.96
55:23:26,1092,18.2,0.83,0.81,0.91
55:23:27,1093,18.21666667,0.83,0.81,0.91
55:23:28,1094,18.23333333,0.83,0.81,0.96
55:23:29,1095,18.25,0.84,0.8,0.9
55:23:30,1096,18.26666667,0.85,0.81,0.91
55:23:31,1097,18.28333333,0.86,0.81,0.96
