,,Minutes,replicate 1 ,replicate 2 ,replicate 3
57:19:38,8064,134.4,0.18,0.19,0.17
57:19:39,8065,134.4166667,0.18,0.19,0.17
57:19:40,8066,134.4333333,0.18,0.19,0.17
57:19:41,8067,134.45,0.18,0.19,0.17
57:19:42,8068,134.4666667,0.18,0.19,0.17
57:19:43,8069,134.4833333,0.18,0.19,0.17
57:19:44,8070,134.5,0.18,0.19,0.17
57:19:45,8071,134.5166667,0.18,0.19,0.17
57:19:46,8072,134.5333333,0.18,0.19,0.17
57:19:47,8073,134.55,0.18,0.19,0.17
57:19:48,8074,134.5666667,0.18,0.19,0.17
57:19:49,8075,134.5833333,0.18,0.19,0.17
57:19:50,8076,134.6,0.18,0.19,0.17
57:19:51,8077,134.6166667,0.18,0.19,0.17
57:19:52,8078,134.6333333,0.18,0.19,0.17
57:19:53,8079,134.65,0.18,0.19,0.17
57:19:54,8080,134.6666667,0.18,0.19,0.17
57:19:55,8081,134.6833333,0.18,0.19,0.17
57:19:56,8082,134.7,0.18,0.19,0.17
57:19:57,8083,134.7166667,0.18,0.19,0.17
57:19:58,8084,134.7333333,0.18,0.19,0.17
57:19:59,8085,134.75,0.18,0.19,0.17
57:20:00,8086,134.7666667,0.18,0.19,0.17
57:20:01,8087,134.7833333,0.18,0.19,0.17
57:20:02,8088,134.8,0.18,0.19,0.17
57:20:03,8089,134.8166667,0.18,0.19,0.17
57:20:04,8090,134.8333333,0.18,0.19,0.17
57:20:05,8091,134.85,0.18,0.19,0.17
57:20:06,8092,134.8666667,0.18,0.19,0.17
57:20:07,8093,134.8833333,0.18,0.19,0.17
57:20:08,8094,134.9,0.18,0.19,0.17
57:20:09,8095,134.9166667,0.18,0.19,0.17
57:20:10,8096,134.9333333,0.18,0.19,0.17
57:20:11,8097,134.95,0.18,0.19,0.17
57:20:12,8098,134.9666667,0.18,0.19,0.17
57:20:13,8099,134.9833333,0.18,0.19,0.17
57:20:14,8100,135,0.18,0.19,0.17
57:20:15,8101,135.0166667,0.18,0.19,0.17
57:20:16,8102,135.0333333,0.18,0.19,0.17
57:20:17,8103,135.05,0.18,0.19,0.17
57:20:18,8104,135.0666667,0.18,0.19,0.17
57:20:19,8105,135.0833333,0.18,0.19,0.17
57:20:20,8106,135.1,0.18,0.19,0.17
57:20:21,8107,135.1166667,0.18,0.19,0.17
57:20:22,8108,135.1333333,0.18,0.19,0.17
57:20:23,8109,135.15,0.18,0.19,0.17
57:20:24,8110,135.1666667,0.18,0.19,0.17
57:20:25,8111,135.1833333,0.18,0.19,0.17
57:20:26,8112,135.2,0.18,0.19,0.17
57:20:27,8113,135.2166667,0.18,0.19,0.17
57:20:28,8114,135.2333333,0.18,0.19,0.17
57:20:29,8115,135.25,0.18,0.19,0.17
57:20:30,8116,135.2666667,0.18,0.19,0.17
57:20:31,8117,135.2833333,0.18,0.19,0.17
57:20:32,8118,135.3,0.18,0.19,0.17
57:20:33,8119,135.3166667,0.18,0.19,0.17
57:20:34,8120,135.3333333,0.18,0.19,0.17
57:20:35,8121,135.35,0.18,0.19,0.17
57:20:36,8122,135.3666667,0.18,0.19,0.17
57:20:37,8123,135.3833333,0.18,0.19,0.17
57:20:38,8124,135.4,0.18,0.19,0.17
57:20:39,8125,135.4166667,0.18,0.19,0.17
57:20:40,8126,135.4333333,0.18,0.19,0.17
57:20:41,8127,135.45,0.18,0.19,0.17
57:20:42,8128,135.4666667,0.18,0.19,0.17
57:20:43,8129,135.4833333,0.18,0.19,0.17
57:20:44,8130,135.5,0.18,0.19,0.17
57:20:45,8131,135.5166667,0.18,0.19,0.17
57:20:46,8132,135.5333333,0.18,0.19,0.17
57:20:47,8133,135.55,0.18,0.19,0.17
57:20:48,8134,135.5666667,0.18,0.19,0.17
57:20:49,8135,135.5833333,0.18,0.19,0.17
57:20:50,8136,135.6,0.18,0.19,0.17
57:20:51,8137,135.6166667,0.18,0.19,0.17
57:20:52,8138,135.6333333,0.18,0.19,0.17
57:20:53,8139,135.65,0.18,0.19,0.17
57:20:54,8140,135.6666667,0.18,0.19,0.17
57:20:55,8141,135.6833333,0.18,0.19,0.17
57:20:56,8142,135.7,0.18,0.19,0.17
57:20:57,8143,135.7166667,0.18,0.19,0.17
57:20:58,8144,135.7333333,0.18,0.19,0.17
57:20:59,8145,135.75,0.18,0.19,0.17
57:21:00,8146,135.7666667,0.18,0.19,0.17
57:21:01,8147,135.7833333,0.18,0.19,0.16
57:21:02,8148,135.8,0.18,0.19,0.17
57:21:03,8149,135.8166667,0.18,0.19,0.16
57:21:04,8150,135.8333333,0.18,0.19,0.16
57:21:05,8151,135.85,0.18,0.19,0.16
57:21:06,8152,135.8666667,0.18,0.19,0.16
57:21:07,8153,135.8833333,0.18,0.19,0.16
57:21:08,8154,135.9,0.18,0.19,0.16
57:21:09,8155,135.9166667,0.18,0.19,0.16
57:21:10,8156,135.9333333,0.18,0.19,0.16
57:21:11,8157,135.95,0.18,0.19,0.16
57:21:12,8158,135.9666667,0.18,0.18,0.16
57:21:13,8159,135.9833333,0.18,0.19,0.16
57:21:14,8160,136,0.18,0.19,0.16
57:21:15,8161,136.0166667,0.18,0.18,0.16
57:21:16,8162,136.0333333,0.18,0.19,0.16
57:21:17,8163,136.05,0.18,0.19,0.16
57:21:18,8164,136.0666667,0.18,0.18,0.16
57:21:19,8165,136.0833333,0.18,0.19,0.16
57:21:20,8166,136.1,0.18,0.18,0.16
57:21:21,8167,136.1166667,0.18,0.18,0.16
57:21:22,8168,136.1333333,0.18,0.18,0.16
57:21:23,8169,136.15,0.18,0.19,0.16
57:21:24,8170,136.1666667,0.18,0.18,0.16
57:21:25,8171,136.1833333,0.18,0.18,0.16
57:21:26,8172,136.2,0.18,0.18,0.16
57:21:27,8173,136.2166667,0.18,0.18,0.16
57:21:28,8174,136.2333333,0.18,0.18,0.16
57:21:29,8175,136.25,0.18,0.18,0.16
57:21:30,8176,136.2666667,0.18,0.18,0.16
57:21:31,8177,136.2833333,0.18,0.18,0.16
57:21:32,8178,136.3,0.18,0.18,0.16
57:21:33,8179,136.3166667,0.18,0.18,0.16
57:21:34,8180,136.3333333,0.18,0.18,0.16
57:21:35,8181,136.35,0.18,0.18,0.16
57:21:36,8182,136.3666667,0.18,0.18,0.16
57:21:37,8183,136.3833333,0.18,0.18,0.16
57:21:38,8184,136.4,0.18,0.18,0.16
57:21:39,8185,136.4166667,0.18,0.18,0.16
57:21:40,8186,136.4333333,0.18,0.18,0.16
57:21:41,8187,136.45,0.18,0.18,0.16
57:21:42,8188,136.4666667,0.18,0.18,0.16
57:21:43,8189,136.4833333,0.18,0.18,0.16
57:21:44,8190,136.5,0.18,0.18,0.16
57:21:45,8191,136.5166667,0.18,0.18,0.16
57:21:46,8192,136.5333333,0.18,0.18,0.16
57:21:47,8193,136.55,0.18,0.18,0.16
57:21:48,8194,136.5666667,0.18,0.18,0.16
57:21:49,8195,136.5833333,0.18,0.18,0.16
57:21:50,8196,136.6,0.18,0.18,0.16
57:21:51,8197,136.6166667,0.18,0.18,0.16
57:21:52,8198,136.6333333,0.18,0.18,0.16
57:21:53,8199,136.65,0.18,0.18,0.16
57:21:54,8200,136.6666667,0.18,0.18,0.16
57:21:55,8201,136.6833333,0.18,0.18,0.16
57:21:56,8202,136.7,0.18,0.18,0.16
57:21:57,8203,136.7166667,0.18,0.18,0.16
57:21:58,8204,136.7333333,0.18,0.18,0.16
57:21:59,8205,136.75,0.18,0.18,0.16
57:22:00,8206,136.7666667,0.18,0.18,0.16
57:22:01,8207,136.7833333,0.18,0.18,0.16
57:22:02,8208,136.8,0.18,0.18,0.16
57:22:03,8209,136.8166667,0.18,0.18,0.16
57:22:04,8210,136.8333333,0.18,0.18,0.16
57:22:05,8211,136.85,0.18,0.18,0.16
57:22:06,8212,136.8666667,0.18,0.18,0.16
57:22:07,8213,136.8833333,0.18,0.18,0.16
57:22:08,8214,136.9,0.18,0.18,0.16
57:22:09,8215,136.9166667,0.18,0.18,0.16
57:22:10,8216,136.9333333,0.18,0.18,0.16
57:22:11,8217,136.95,0.18,0.18,0.16
57:22:12,8218,136.9666667,0.18,0.18,0.16
57:22:13,8219,136.9833333,0.18,0.18,0.16
57:22:14,8220,137,0.18,0.18,0.16
57:22:15,8221,137.0166667,0.18,0.18,0.16
57:22:16,8222,137.0333333,0.18,0.18,0.16
57:22:17,8223,137.05,0.18,0.18,0.16
57:22:18,8224,137.0666667,0.18,0.18,0.16
57:22:19,8225,137.0833333,0.18,0.18,0.16
57:22:20,8226,137.1,0.18,0.18,0.16
57:22:21,8227,137.1166667,0.18,0.18,0.16
57:22:22,8228,137.1333333,0.18,0.18,0.16
57:22:23,8229,137.15,0.18,0.18,0.16
57:22:24,8230,137.1666667,0.18,0.18,0.16
57:22:25,8231,137.1833333,0.18,0.18,0.16
57:22:26,8232,137.2,0.18,0.18,0.16
57:22:27,8233,137.2166667,0.18,0.18,0.16
57:22:28,8234,137.2333333,0.18,0.18,0.16
57:22:29,8235,137.25,0.18,0.18,0.16
57:22:30,8236,137.2666667,0.17,0.18,0.16
57:22:31,8237,137.2833333,0.18,0.18,0.16
57:22:32,8238,137.3,0.18,0.18,0.16
57:22:33,8239,137.3166667,0.17,0.18,0.16
57:22:34,8240,137.3333333,0.18,0.18,0.16
57:22:35,8241,137.35,0.18,0.18,0.16
57:22:36,8242,137.3666667,0.17,0.18,0.16
57:22:37,8243,137.3833333,0.17,0.18,0.16
57:22:38,8244,137.4,0.18,0.18,0.16
57:22:39,8245,137.4166667,0.18,0.18,0.16
57:22:40,8246,137.4333333,0.17,0.18,0.16
57:22:41,8247,137.45,0.17,0.18,0.16
57:22:42,8248,137.4666667,0.18,0.18,0.16
57:22:43,8249,137.4833333,0.17,0.18,0.16
57:22:44,8250,137.5,0.17,0.18,0.15
57:22:45,8251,137.5166667,0.17,0.18,0.15
57:22:46,8252,137.5333333,0.17,0.18,0.15
57:22:47,8253,137.55,0.17,0.18,0.16
57:22:48,8254,137.5666667,0.17,0.18,0.15
57:22:49,8255,137.5833333,0.17,0.18,0.15
57:22:50,8256,137.6,0.17,0.18,0.15
57:22:51,8257,137.6166667,0.17,0.18,0.15
57:22:52,8258,137.6333333,0.17,0.18,0.15
57:22:53,8259,137.65,0.17,0.17,0.15
57:22:54,8260,137.6666667,0.17,0.18,0.15
57:22:55,8261,137.6833333,0.17,0.18,0.15
57:22:56,8262,137.7,0.17,0.17,0.15
57:22:57,8263,137.7166667,0.17,0.18,0.15
57:22:58,8264,137.7333333,0.17,0.18,0.15
57:22:59,8265,137.75,0.17,0.17,0.15
57:23:00,8266,137.7666667,0.17,0.17,0.15
57:23:01,8267,137.7833333,0.17,0.17,0.15
57:23:02,8268,137.8,0.17,0.17,0.15
57:23:03,8269,137.8166667,0.17,0.17,0.15
57:23:04,8270,137.8333333,0.17,0.17,0.15
57:23:05,8271,137.85,0.17,0.17,0.15
57:23:06,8272,137.8666667,0.17,0.17,0.15
57:23:07,8273,137.8833333,0.17,0.17,0.15
57:23:08,8274,137.9,0.17,0.17,0.15
57:23:09,8275,137.9166667,0.17,0.17,0.15
57:23:10,8276,137.9333333,0.17,0.17,0.15
57:23:11,8277,137.95,0.17,0.17,0.15
57:23:12,8278,137.9666667,0.17,0.17,0.15
57:23:13,8279,137.9833333,0.17,0.17,0.15
57:23:14,8280,138,0.17,0.17,0.15
57:23:15,8281,138.0166667,0.17,0.17,0.15
57:23:16,8282,138.0333333,0.17,0.17,0.15
57:23:17,8283,138.05,0.17,0.17,0.15
57:23:18,8284,138.0666667,0.17,0.17,0.15
57:23:19,8285,138.0833333,0.17,0.17,0.15
57:23:20,8286,138.1,0.17,0.17,0.15
57:23:21,8287,138.1166667,0.17,0.17,0.15
57:23:22,8288,138.1333333,0.17,0.17,0.15
57:23:23,8289,138.15,0.17,0.17,0.15
57:23:24,8290,138.1666667,0.17,0.17,0.15
57:23:25,8291,138.1833333,0.17,0.17,0.15
57:23:26,8292,138.2,0.17,0.17,0.15
57:23:27,8293,138.2166667,0.17,0.17,0.15
57:23:28,8294,138.2333333,0.17,0.17,0.15
57:23:29,8295,138.25,0.17,0.17,0.15
57:23:30,8296,138.2666667,0.17,0.17,0.15
57:23:31,8297,138.2833333,0.17,0.17,0.15
57:23:32,8298,138.3,0.17,0.17,0.15
57:23:33,8299,138.3166667,0.17,0.17,0.15
57:23:34,8300,138.3333333,0.17,0.17,0.15
57:23:35,8301,138.35,0.17,0.17,0.15
57:23:36,8302,138.3666667,0.17,0.17,0.15
57:23:37,8303,138.3833333,0.17,0.17,0.15
57:23:38,8304,138.4,0.17,0.17,0.15
57:23:39,8305,138.4166667,0.17,0.17,0.15
57:23:40,8306,138.4333333,0.17,0.17,0.15
57:23:41,8307,138.45,0.17,0.17,0.15
57:23:42,8308,138.4666667,0.17,0.17,0.15
57:23:43,8309,138.4833333,0.17,0.17,0.15
57:23:44,8310,138.5,0.17,0.17,0.15
57:23:45,8311,138.5166667,0.17,0.17,0.15
57:23:46,8312,138.5333333,0.17,0.17,0.15
57:23:47,8313,138.55,0.17,0.17,0.15
57:23:48,8314,138.5666667,0.17,0.17,0.15
57:23:49,8315,138.5833333,0.17,0.17,0.15
57:23:50,8316,138.6,0.17,0.17,0.15
57:23:51,8317,138.6166667,0.17,0.17,0.15
57:23:52,8318,138.6333333,0.17,0.17,0.15
57:23:53,8319,138.65,0.17,0.17,0.15
57:23:54,8320,138.6666667,0.17,0.17,0.15
57:23:55,8321,138.6833333,0.17,0.17,0.15
57:23:56,8322,138.7,0.17,0.17,0.15
57:23:57,8323,138.7166667,0.17,0.17,0.15
57:23:58,8324,138.7333333,0.17,0.17,0.15
57:23:59,8325,138.75,0.17,0.17,0.15
57:24:00,8326,138.7666667,0.17,0.17,0.15
57:24:01,8327,138.7833333,0.17,0.17,0.15
57:24:02,8328,138.8,0.17,0.17,0.15
57:24:03,8329,138.8166667,0.17,0.17,0.15
57:24:04,8330,138.8333333,0.17,0.17,0.15
57:24:05,8331,138.85,0.17,0.17,0.15
57:24:06,8332,138.8666667,0.17,0.17,0.15
57:24:07,8333,138.8833333,0.17,0.17,0.15
57:24:08,8334,138.9,0.17,0.17,0.15
57:24:09,8335,138.9166667,0.17,0.17,0.15
57:24:10,8336,138.9333333,0.17,0.17,0.15
57:24:11,8337,138.95,0.17,0.17,0.15
57:24:12,8338,138.9666667,0.17,0.17,0.15
57:24:13,8339,138.9833333,0.17,0.17,0.15
57:24:14,8340,139,0.17,0.17,0.15
57:24:15,8341,139.0166667,0.17,0.17,0.15
57:24:16,8342,139.0333333,0.17,0.17,0.15
57:24:17,8343,139.05,0.17,0.17,0.15
57:24:18,8344,139.0666667,0.17,0.17,0.15
57:24:19,8345,139.0833333,0.17,0.17,0.15
57:24:20,8346,139.1,0.17,0.17,0.15
57:24:21,8347,139.1166667,0.17,0.17,0.14
57:24:22,8348,139.1333333,0.17,0.17,0.15
57:24:23,8349,139.15,0.17,0.17,0.15
57:24:24,8350,139.1666667,0.17,0.17,0.14
57:24:25,8351,139.1833333,0.17,0.17,0.14
57:24:26,8352,139.2,0.17,0.17,0.15
57:24:27,8353,139.2166667,0.17,0.17,0.14
57:24:28,8354,139.2333333,0.17,0.17,0.14
57:24:29,8355,139.25,0.17,0.16,0.14
57:24:30,8356,139.2666667,0.17,0.17,0.14
57:24:31,8357,139.2833333,0.17,0.17,0.14
57:24:32,8358,139.3,0.17,0.16,0.14
57:24:33,8359,139.3166667,0.17,0.16,0.14
57:24:34,8360,139.3333333,0.17,0.17,0.14
57:24:35,8361,139.35,0.17,0.16,0.14
57:24:36,8362,139.3666667,0.17,0.16,0.14
57:24:37,8363,139.3833333,0.17,0.16,0.14
57:24:38,8364,139.4,0.17,0.16,0.14
57:24:39,8365,139.4166667,0.17,0.16,0.14
57:24:40,8366,139.4333333,0.17,0.16,0.14
57:24:41,8367,139.45,0.17,0.16,0.14
57:24:42,8368,139.4666667,0.17,0.16,0.14
57:24:43,8369,139.4833333,0.17,0.16,0.14
57:24:44,8370,139.5,0.17,0.16,0.14
57:24:45,8371,139.5166667,0.17,0.16,0.14
57:24:46,8372,139.5333333,0.17,0.16,0.14
57:24:47,8373,139.55,0.17,0.16,0.14
57:24:48,8374,139.5666667,0.17,0.16,0.14
57:24:49,8375,139.5833333,0.17,0.16,0.14
57:24:50,8376,139.6,0.17,0.16,0.14
57:24:51,8377,139.6166667,0.17,0.16,0.14
57:24:52,8378,139.6333333,0.17,0.16,0.14
57:24:53,8379,139.65,0.17,0.16,0.14
57:24:54,8380,139.6666667,0.17,0.16,0.14
57:24:55,8381,139.6833333,0.17,0.16,0.14
57:24:56,8382,139.7,0.17,0.16,0.14
57:24:57,8383,139.7166667,0.17,0.16,0.14
57:24:58,8384,139.7333333,0.17,0.16,0.14
57:24:59,8385,139.75,0.17,0.16,0.14
57:25:00,8386,139.7666667,0.17,0.16,0.14
57:25:01,8387,139.7833333,0.17,0.16,0.14
57:25:02,8388,139.8,0.17,0.16,0.14
57:25:03,8389,139.8166667,0.17,0.16,0.14
57:25:04,8390,139.8333333,0.17,0.16,0.14
57:25:05,8391,139.85,0.17,0.16,0.14
57:25:06,8392,139.8666667,0.17,0.16,0.14
57:25:07,8393,139.8833333,0.17,0.16,0.14
57:25:08,8394,139.9,0.17,0.16,0.14
57:25:09,8395,139.9166667,0.17,0.16,0.14
57:25:10,8396,139.9333333,0.17,0.16,0.14
57:25:11,8397,139.95,0.17,0.16,0.14
57:25:12,8398,139.9666667,0.16,0.16,0.14
57:25:13,8399,139.9833333,0.17,0.16,0.14
57:25:14,8400,140,0.16,0.16,0.14
57:25:15,8401,140.0166667,0.16,0.16,0.14
57:25:16,8402,140.0333333,0.17,0.16,0.14
57:25:17,8403,140.05,0.16,0.16,0.14
57:25:18,8404,140.0666667,0.16,0.16,0.14
57:25:19,8405,140.0833333,0.17,0.16,0.14
57:25:20,8406,140.1,0.17,0.16,0.14
57:25:21,8407,140.1166667,0.16,0.16,0.14
57:25:22,8408,140.1333333,0.16,0.16,0.14
57:25:23,8409,140.15,0.16,0.16,0.14
57:25:24,8410,140.1666667,0.16,0.16,0.14
57:25:25,8411,140.1833333,0.16,0.16,0.14
57:25:26,8412,140.2,0.16,0.16,0.14
57:25:27,8413,140.2166667,0.16,0.16,0.14
57:25:28,8414,140.2333333,0.16,0.16,0.14
57:25:29,8415,140.25,0.16,0.16,0.14
57:25:30,8416,140.2666667,0.16,0.16,0.14
57:25:31,8417,140.2833333,0.16,0.16,0.14
57:25:32,8418,140.3,0.16,0.16,0.14
57:25:33,8419,140.3166667,0.16,0.16,0.14
57:25:34,8420,140.3333333,0.16,0.16,0.14
57:25:35,8421,140.35,0.16,0.16,0.14
57:25:36,8422,140.3666667,0.16,0.16,0.14
57:25:37,8423,140.3833333,0.16,0.16,0.14
57:25:38,8424,140.4,0.16,0.16,0.14
57:25:39,8425,140.4166667,0.16,0.16,0.14
57:25:40,8426,140.4333333,0.16,0.16,0.14
57:25:41,8427,140.45,0.16,0.16,0.14
57:25:42,8428,140.4666667,0.16,0.16,0.14
57:25:43,8429,140.4833333,0.16,0.16,0.14
57:25:44,8430,140.5,0.16,0.16,0.14
57:25:45,8431,140.5166667,0.16,0.16,0.14
57:25:46,8432,140.5333333,0.16,0.16,0.14
57:25:47,8433,140.55,0.16,0.16,0.14
57:25:48,8434,140.5666667,0.16,0.16,0.14
57:25:49,8435,140.5833333,0.16,0.16,0.14
57:25:50,8436,140.6,0.16,0.16,0.14
57:25:51,8437,140.6166667,0.16,0.16,0.14
57:25:52,8438,140.6333333,0.16,0.16,0.14
57:25:53,8439,140.65,0.16,0.16,0.14
57:25:54,8440,140.6666667,0.16,0.16,0.14
57:25:55,8441,140.6833333,0.16,0.16,0.14
57:25:56,8442,140.7,0.16,0.16,0.14
57:25:57,8443,140.7166667,0.16,0.16,0.14
57:25:58,8444,140.7333333,0.16,0.16,0.14
57:25:59,8445,140.75,0.16,0.16,0.14
57:26:00,8446,140.7666667,0.16,0.16,0.14
57:26:01,8447,140.7833333,0.16,0.16,0.13
57:26:02,8448,140.8,0.16,0.16,0.13
57:26:03,8449,140.8166667,0.16,0.16,0.13
57:26:04,8450,140.8333333,0.16,0.16,0.13
57:26:05,8451,140.85,0.16,0.15,0.13
57:26:06,8452,140.8666667,0.16,0.15,0.13
57:26:07,8453,140.8833333,0.16,0.15,0.13
57:26:08,8454,140.9,0.16,0.15,0.13
57:26:09,8455,140.9166667,0.16,0.15,0.13
57:26:10,8456,140.9333333,0.16,0.15,0.13
57:26:11,8457,140.95,0.16,0.15,0.13
57:26:12,8458,140.9666667,0.16,0.15,0.13
57:26:13,8459,140.9833333,0.16,0.15,0.13
57:26:14,8460,141,0.16,0.15,0.13
57:26:15,8461,141.0166667,0.16,0.15,0.13
57:26:16,8462,141.0333333,0.16,0.15,0.13
57:26:17,8463,141.05,0.16,0.15,0.13
57:26:18,8464,141.0666667,0.16,0.15,0.13
57:26:19,8465,141.0833333,0.16,0.15,0.13
57:26:20,8466,141.1,0.16,0.15,0.13
57:26:21,8467,141.1166667,0.16,0.15,0.13
57:26:22,8468,141.1333333,0.16,0.15,0.13
57:26:23,8469,141.15,0.16,0.15,0.13
57:26:24,8470,141.1666667,0.16,0.15,0.13
57:26:25,8471,141.1833333,0.16,0.15,0.13
57:26:26,8472,141.2,0.16,0.15,0.13
57:26:27,8473,141.2166667,0.16,0.15,0.13
57:26:28,8474,141.2333333,0.16,0.15,0.13
57:26:29,8475,141.25,0.16,0.15,0.13
57:26:30,8476,141.2666667,0.16,0.15,0.13
57:26:31,8477,141.2833333,0.16,0.15,0.13
57:26:32,8478,141.3,0.16,0.15,0.13
57:26:33,8479,141.3166667,0.16,0.15,0.13
57:26:34,8480,141.3333333,0.16,0.15,0.13
57:26:35,8481,141.35,0.16,0.15,0.13
57:26:36,8482,141.3666667,0.16,0.15,0.13
57:26:37,8483,141.3833333,0.16,0.15,0.13
57:26:38,8484,141.4,0.16,0.15,0.13
57:26:39,8485,141.4166667,0.16,0.15,0.13
57:26:40,8486,141.4333333,0.16,0.15,0.13
57:26:41,8487,141.45,0.16,0.15,0.13
57:26:42,8488,141.4666667,0.16,0.15,0.13
57:26:43,8489,141.4833333,0.16,0.15,0.13
57:26:44,8490,141.5,0.16,0.15,0.13
57:26:45,8491,141.5166667,0.16,0.15,0.13
57:26:46,8492,141.5333333,0.16,0.15,0.13
57:26:47,8493,141.55,0.16,0.15,0.13
57:26:48,8494,141.5666667,0.16,0.15,0.13
57:26:49,8495,141.5833333,0.16,0.15,0.13
57:26:50,8496,141.6,0.16,0.15,0.13
57:26:51,8497,141.6166667,0.16,0.15,0.13
57:26:52,8498,141.6333333,0.16,0.15,0.13
57:26:53,8499,141.65,0.16,0.15,0.13
57:26:54,8500,141.6666667,0.16,0.15,0.13
57:26:55,8501,141.6833333,0.16,0.15,0.13
57:26:56,8502,141.7,0.16,0.15,0.13
57:26:57,8503,141.7166667,0.16,0.15,0.13
57:26:58,8504,141.7333333,0.16,0.15,0.13
57:26:59,8505,141.75,0.16,0.15,0.13
57:27:00,8506,141.7666667,0.16,0.15,0.13
57:27:01,8507,141.7833333,0.16,0.15,0.13
57:27:02,8508,141.8,0.16,0.15,0.13
57:27:03,8509,141.8166667,0.16,0.15,0.13
57:27:04,8510,141.8333333,0.16,0.15,0.13
57:27:05,8511,141.85,0.16,0.15,0.13
57:27:06,8512,141.8666667,0.16,0.15,0.13
57:27:07,8513,141.8833333,0.16,0.15,0.13
57:27:08,8514,141.9,0.16,0.15,0.13
57:27:09,8515,141.9166667,0.16,0.15,0.13
57:27:10,8516,141.9333333,0.16,0.15,0.13
57:27:11,8517,141.95,0.16,0.15,0.13
57:27:12,8518,141.9666667,0.16,0.15,0.13
57:27:13,8519,141.9833333,0.16,0.15,0.13
57:27:14,8520,142,0.16,0.15,0.13
57:27:15,8521,142.0166667,0.16,0.15,0.13
57:27:16,8522,142.0333333,0.16,0.15,0.13
57:27:17,8523,142.05,0.16,0.15,0.13
57:27:18,8524,142.0666667,0.16,0.15,0.13
57:27:19,8525,142.0833333,0.16,0.15,0.13
57:27:20,8526,142.1,0.16,0.15,0.13
57:27:21,8527,142.1166667,0.16,0.15,0.13
57:27:22,8528,142.1333333,0.16,0.15,0.13
57:27:23,8529,142.15,0.16,0.15,0.13
57:27:24,8530,142.1666667,0.16,0.15,0.13
57:27:25,8531,142.1833333,0.16,0.15,0.13
57:27:26,8532,142.2,0.16,0.15,0.13
57:27:27,8533,142.2166667,0.16,0.15,0.13
57:27:28,8534,142.2333333,0.16,0.15,0.13
57:27:29,8535,142.25,0.16,0.15,0.13
57:27:30,8536,142.2666667,0.16,0.15,0.13
57:27:31,8537,142.2833333,0.16,0.15,0.13
57:27:32,8538,142.3,0.16,0.15,0.13
57:27:33,8539,142.3166667,0.16,0.15,0.13
57:27:34,8540,142.3333333,0.16,0.15,0.13
57:27:35,8541,142.35,0.16,0.14,0.13
57:27:36,8542,142.3666667,0.16,0.15,0.13
57:27:37,8543,142.3833333,0.16,0.15,0.13
57:27:38,8544,142.4,0.16,0.14,0.12
57:27:39,8545,142.4166667,0.16,0.14,0.13
57:27:40,8546,142.4333333,0.16,0.15,0.12
57:27:41,8547,142.45,0.16,0.15,0.12
57:27:42,8548,142.4666667,0.16,0.14,0.12
57:27:43,8549,142.4833333,0.16,0.14,0.13
57:27:44,8550,142.5,0.16,0.14,0.12
57:27:45,8551,142.5166667,0.16,0.14,0.12
57:27:46,8552,142.5333333,0.15,0.14,0.12
57:27:47,8553,142.55,0.16,0.14,0.12
57:27:48,8554,142.5666667,0.16,0.14,0.12
57:27:49,8555,142.5833333,0.16,0.14,0.12
57:27:50,8556,142.6,0.15,0.14,0.12
57:27:51,8557,142.6166667,0.16,0.14,0.12
57:27:52,8558,142.6333333,0.16,0.14,0.12
57:27:53,8559,142.65,0.15,0.14,0.12
57:27:54,8560,142.6666667,0.16,0.14,0.12
57:27:55,8561,142.6833333,0.16,0.14,0.12
57:27:56,8562,142.7,0.15,0.14,0.12
57:27:57,8563,142.7166667,0.15,0.14,0.12
57:27:58,8564,142.7333333,0.15,0.14,0.12
57:27:59,8565,142.75,0.15,0.14,0.12
57:28:00,8566,142.7666667,0.15,0.14,0.12
57:28:01,8567,142.7833333,0.15,0.14,0.12
57:28:02,8568,142.8,0.15,0.14,0.12
57:28:03,8569,142.8166667,0.15,0.14,0.12
57:28:04,8570,142.8333333,0.15,0.14,0.12
57:28:05,8571,142.85,0.15,0.14,0.12
57:28:06,8572,142.8666667,0.15,0.14,0.12
57:28:07,8573,142.8833333,0.15,0.14,0.12
57:28:08,8574,142.9,0.15,0.14,0.12
57:28:09,8575,142.9166667,0.15,0.14,0.12
57:28:10,8576,142.9333333,0.15,0.14,0.12
57:28:11,8577,142.95,0.15,0.14,0.12
57:28:12,8578,142.9666667,0.15,0.14,0.12
57:28:13,8579,142.9833333,0.15,0.14,0.12
57:28:14,8580,143,0.15,0.14,0.12
57:28:15,8581,143.0166667,0.15,0.14,0.12
57:28:16,8582,143.0333333,0.15,0.14,0.12
57:28:17,8583,143.05,0.15,0.14,0.12
57:28:18,8584,143.0666667,0.15,0.14,0.12
57:28:19,8585,143.0833333,0.15,0.14,0.12
57:28:20,8586,143.1,0.15,0.14,0.12
57:28:21,8587,143.1166667,0.15,0.14,0.12
57:28:22,8588,143.1333333,0.15,0.14,0.12
57:28:23,8589,143.15,0.15,0.14,0.12
57:28:24,8590,143.1666667,0.15,0.14,0.12
57:28:25,8591,143.1833333,0.15,0.14,0.12
57:28:26,8592,143.2,0.15,0.14,0.12
57:28:27,8593,143.2166667,0.15,0.14,0.12
57:28:28,8594,143.2333333,0.15,0.14,0.12
