"","Nonnao-new Last (V)","BPV-G Last (V)","BPV Educational Toolkit Last (V)","BPV-A Last (V)","Single-ended 5 Last (V)","BPV-C Last (V)","BPV-H  Last (V)","BPV-B Last (V)","BPV-F CAP-Charg. Dif 9 - 10 Last (V)","Mud-Power Last (V)"
"127:39:22","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:23","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:24","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:25","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:26","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:27","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:28","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:29","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:30","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:31","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:32","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:33","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:34","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:35","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:36","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:37","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:38","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:39","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:40","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:41","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:42","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.077","-0.571","-0.380"
"127:39:43","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:44","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:45","-0.192","-0.180","-0.469","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:46","-0.192","-0.180","-0.469","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:47","-0.192","-0.180","-0.469","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:48","-0.192","-0.180","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:49","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:50","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:51","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:52","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:53","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:54","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:55","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:56","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:57","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:58","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:39:59","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:00","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:01","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:02","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:03","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:04","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:05","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.077","-0.571","-0.380"
"127:40:06","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:07","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:08","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:09","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:10","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:11","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:12","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:13","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:14","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:15","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:16","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:17","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:18","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:19","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:20","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:21","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:22","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:23","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:24","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:25","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:26","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:27","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:28","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:29","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:30","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:31","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:32","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:33","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:34","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:35","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:36","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:37","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:38","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.078","-0.571","-0.380"
"127:40:39","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:40","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:41","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:42","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:43","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:44","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:45","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:46","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:47","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:48","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:49","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:50","-0.192","-0.181","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:51","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:52","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:53","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:54","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:55","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:56","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:57","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:58","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:40:59","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:00","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:01","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:02","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:03","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:04","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:05","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:06","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:07","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:08","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:09","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:10","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.079","-0.571","-0.380"
"127:41:11","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:12","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:13","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:14","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:15","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:16","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:17","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:18","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:19","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.571","-0.380"
"127:41:20","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:21","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:22","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:23","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:24","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:25","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:26","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:27","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:28","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:29","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:30","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:31","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:32","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:33","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:34","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:35","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:36","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:37","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:38","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:39","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:40","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:41","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.080","-0.572","-0.380"
"127:41:42","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:43","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:44","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:45","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:46","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:47","-0.192","-0.182","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:48","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:49","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:50","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:51","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:52","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:53","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:54","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:55","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:56","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:57","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:58","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:41:59","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:00","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:01","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:02","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:03","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:04","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:05","-0.192","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:06","-0.191","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:07","-0.191","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:08","-0.191","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:09","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:10","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.081","-0.572","-0.380"
"127:42:11","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:12","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:13","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:14","-0.191","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:15","-0.191","-0.183","-0.468","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:16","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:17","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:18","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:19","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:20","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:21","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:22","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:23","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:24","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:25","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:26","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:27","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:28","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:29","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:30","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:31","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:32","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:33","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:34","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:35","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:36","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:37","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:38","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.082","-0.572","-0.380"
"127:42:39","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.083","-0.572","-0.380"
"127:42:40","-0.191","-0.183","-0.467","-0.006","0.000","-0.059","-0.305","-0.083","-0.572","-0.380"
