"","Nonnao-new Last (V)","BPV-G Last (V)","BPV Educational Toolkit Last (V)","BPV-A Last (V)","Single-ended 5 Last (V)","BPV-C Last (V)","BPV-H  Last (V)","BPV-B Last (V)","BPV-F CAP-Charg. Dif 9 - 10 Last (V)","Mud-Power Last (V)"
"127:35:19","-0.194","-0.176","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:20","-0.194","-0.176","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:21","-0.194","-0.176","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:22","-0.194","-0.176","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:23","-0.194","-0.176","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:24","-0.194","-0.176","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:25","-0.194","-0.176","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:26","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:27","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:28","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:29","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:30","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:31","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:32","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:33","-0.194","-0.177","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:34","-0.194","-0.177","-0.471","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:35","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:36","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:37","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:38","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:39","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:40","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:41","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:42","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:43","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:44","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:45","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:46","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:47","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:48","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:49","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:50","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:51","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:52","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:53","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:54","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:55","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:56","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:57","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:58","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:35:59","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:00","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:01","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:02","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:03","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:04","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:05","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.071","-0.570","-0.380"
"127:36:06","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:07","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:08","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:09","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:10","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:11","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:12","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:13","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:14","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:15","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:16","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:17","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:18","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:19","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:20","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:21","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:22","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:23","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.307","-0.072","-0.570","-0.380"
"127:36:24","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:25","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:26","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:27","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:28","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:29","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:30","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:31","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:32","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:33","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:34","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:35","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:36","-0.194","-0.177","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:37","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:38","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:39","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:40","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:41","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:42","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:43","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:44","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:45","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:46","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:47","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:48","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:49","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:50","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:51","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:52","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:53","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.072","-0.570","-0.380"
"127:36:54","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:36:55","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:36:56","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:36:57","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:36:58","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:36:59","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:00","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:01","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:02","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:03","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:04","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:05","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:06","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:07","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:08","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:09","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:10","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:11","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:12","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:13","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:14","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:15","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:16","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:17","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.570","-0.380"
"127:37:18","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:19","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:20","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:21","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:22","-0.194","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:23","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:24","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:25","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:26","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:27","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:28","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:29","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:30","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:31","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:32","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:33","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:34","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:35","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:36","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.073","-0.571","-0.380"
"127:37:37","-0.193","-0.178","-0.470","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:38","-0.193","-0.178","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:39","-0.193","-0.178","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:40","-0.193","-0.178","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:41","-0.193","-0.178","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:42","-0.193","-0.178","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:43","-0.193","-0.178","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:44","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:45","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:46","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:47","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:48","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:49","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:50","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:51","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:52","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:53","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:54","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:55","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:56","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:57","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:58","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:37:59","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:00","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:01","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:02","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:03","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:04","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:05","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:06","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:07","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:08","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:09","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:10","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:11","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:12","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:13","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:14","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.074","-0.571","-0.380"
"127:38:15","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:16","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:17","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:18","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:19","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:20","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:21","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:22","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:23","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:24","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:25","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:26","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:27","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:28","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:29","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:30","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:31","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:32","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:33","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:34","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:35","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:36","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:37","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:38","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:39","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:40","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:41","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:42","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:43","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:44","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:45","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:46","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:47","-0.193","-0.179","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:48","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:49","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:50","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:51","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:52","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.075","-0.571","-0.380"
"127:38:53","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:38:54","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:38:55","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:38:56","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:38:57","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:38:58","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:38:59","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:00","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:01","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:02","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:03","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:04","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:05","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:06","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:07","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:08","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:09","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:10","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:11","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:12","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:13","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:14","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:15","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:16","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:17","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:18","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:19","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:20","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
"127:39:21","-0.193","-0.180","-0.469","-0.006","0.000","-0.059","-0.306","-0.076","-0.571","-0.380"
